datum,niveau,schepcorner_id,ploegnaam,ervaring_schepper,ervaring_kopper,ervaring_duo,is_thuisploeg,kwart,is_schepper_bank,is_kopper_bank,schepper_pos_rechts,positie,kop_verplaatsen_achter,kop_veel_verplaatsen,kop_hor_verplaatsen,goal,klassement_thuis,klassement_uit,uitslag_thuis,uitslag_uit,score_voor_thuis,score_voor_uit,klassement,klassement_veschil,is_degradatieplaats,is_promotieplaats,score_verschil_voor,periode,schepcorner_nummer,goal_lag_ploeg,goal_lag_wedstrijd
2024-08-27,kern_laag,116,viking united,3.6436781609195403,3.7126436781609193,3.3777777777777778,1,3,0,0,1,5,0,0,0,0,,,6,5,3,3,,,0,0,0,1,3,1.0,1.0
2024-08-27,kern_laag,117,viking united,3.6436781609195403,3.7126436781609193,3.3777777777777778,1,4,0,0,1,5,0,0,0,1,,,6,5,5,5,,,0,0,0,1,4,0.0,0.0
2024-08-27,kern_hoog,118,lvp pere total,4.0,4.0,4.0,0,2,0,0,1,2,0,0,0,1,,,3,3,1,1,,,0,0,0,1,1,0.6616915422885572,0.6616915422885572
2024-08-27,kern_hoog,119,lvp pere total,4.0,4.0,4.0,0,3,0,1,1,2,0,0,0,1,,,3,3,3,2,,,0,0,1,1,2,1.0,1.0
2024-08-27,kern_laag,120,hesili typpy,4.0,4.0,4.0,0,2,0,0,1,2,0,0,0,1,,,2,6,2,3,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-08-27,kern_laag,121,de coulissen,4.0,4.0,4.0,0,1,0,0,0,6,0,0,0,1,,,0,3,0,1,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-08-27,kern_laag,122,de coulissen,4.0,4.0,4.0,0,3,0,0,0,6,0,0,0,1,,,0,3,0,2,,,0,0,2,1,2,1.0,1.0
2024-08-27,kern_hoog,123,pillekes eps,3.888888888888889,3.6744186046511627,3.642857142857143,0,2,0,0,1,6,0,0,0,1,,,3,4,1,0,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-08-27,kern_hoog,124,pillekes eps,3.888888888888889,3.6744186046511627,3.642857142857143,0,3,0,0,1,6,0,0,0,1,,,3,4,2,1,,,0,0,1,1,2,1.0,1.0
2024-08-27,kern_hoog,125,mvc selecoo,5.0,5.0,5.0,1,3,0,0,1,4,0,0,0,1,,,3,4,2,2,,,0,0,0,1,3,0.6616915422885572,1.0
2024-08-27,kern_hoog,126,pillekes eps,3.888888888888889,3.6744186046511627,3.642857142857143,0,4,0,0,1,5,0,0,0,1,,,3,4,3,2,,,0,0,1,1,4,1.0,1.0
2024-08-27,kern_hoog,127,reflexin cafespelen,4.0,3.0,3.0,1,3,0,0,1,5,0,0,0,0,,,7,6,3,3,,,0,0,0,1,1,0.6616915422885572,0.6616915422885572
2024-08-27,kern_hoog,128,reflexin cafespelen,4.0,3.0,3.0,1,3,0,0,1,5,0,0,0,1,,,7,6,5,5,,,0,0,0,1,2,0.0,0.0
2024-08-26,kern_laag,129,moet kunnen,3.0,2.0,2.0,0,1,0,0,1,6,0,0,0,1,,,3,7,1,0,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-08-26,kern_laag,130,moet kunnen,3.0,2.0,2.0,0,1,0,0,1,6,0,0,0,1,,,3,7,3,6,,,0,0,3,1,2,1.0,1.0
2024-08-27,kern_laag,131,Sunday ole tribute band,3.7572254335260116,3.7167630057803467,3.485549132947977,0,1,0,0,1,5,0,1,1,0,,,3,8,1,1,,,0,0,0,1,1,0.6616915422885572,0.6616915422885572
2024-08-27,kern_laag,132,Sunday ole tribute band,3.7572254335260116,3.7167630057803467,3.485549132947977,0,2,0,0,1,5,0,0,0,1,,,3,8,3,3,,,0,0,0,1,2,0.0,0.0
2024-08-27,kern_laag,133,bocca,3.0,3.0,3.0,1,4,0,0,1,5,0,1,1,0,,,3,8,3,4,,,0,0,1,1,3,0.6616915422885572,1.0
2024-08-26,kern_laag,134,tmisverstand,3.6436781609195403,3.7126436781609193,3.3777777777777778,1,2,0,1,1,6,0,1,1,0,,,6,2,1,2,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-08-26,kern_laag,135,de schuimforellen,1.0,1.0,1.0,0,3,0,0,0,6,0,1,1,0,,,6,2,4,2,,,0,0,2,1,2,0.6616915422885572,0.0
2024-08-26,kern_laag,136,tmisverstand,3.6436781609195403,3.7126436781609193,3.3777777777777778,1,4,0,0,0,5,0,1,1,0,,,6,2,4,2,,,0,0,2,1,3,0.0,0.0
2024-08-26,kern_hoog,137,efce tuanis,2.0,3.0,1.0,0,2,0,1,0,5,0,0,0,0,,,12,3,5,2,,,0,0,3,1,1,0.6616915422885572,0.6616915422885572
2024-08-26,kern_hoog,138,oxfarm,5.0,3.0,4.0,1,2,0,0,1,5,0,0,0,1,,,12,3,5,2,,,0,0,3,1,2,0.6616915422885572,0.0
2024-08-26,kern_hoog,139,efce tuanis,2.0,3.0,1.0,0,4,0,1,0,5,0,0,0,1,,,12,3,7,2,,,0,0,5,1,3,0.0,1.0
2024-08-26,kern_hoog,140,cafe gomez,4.0,3.0,4.0,0,1,0,0,1,5,0,1,1,1,,,4,6,0,0,,,0,0,0,1,1,0.6616915422885572,0.6616915422885572
2024-08-26,kern_hoog,141,cafe gomez,4.0,3.0,4.0,0,3,0,0,1,5,0,0,1,1,,,4,6,4,3,,,0,0,1,1,2,1.0,1.0
2024-08-26,kern_laag,142,great ball of fire,3.6436781609195403,3.7126436781609193,3.3777777777777778,0,2,1,0,0,5,0,0,0,1,,,4,9,1,2,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-08-26,kern_laag,143,fc bwas gent,3.6436781609195403,3.7126436781609193,3.3777777777777778,1,3,0,0,1,5,0,0,0,0,,,4,9,2,7,,,0,0,5,1,2,0.6616915422885572,1.0
2024-08-26,kern_laag,144,great ball of fire,3.6436781609195403,3.7126436781609193,3.3777777777777778,0,4,0,0,0,5,0,0,0,1,,,4,9,3,7,,,0,0,4,1,3,1.0,0.0
2024-08-26,kern_laag,145,fc bwas gent,3.6436781609195403,3.7126436781609193,3.3777777777777778,1,4,0,0,1,5,0,1,0,0,,,4,9,4,8,,,0,0,4,1,4,0.0,1.0
2024-08-26,kern_laag,146,gienen druk ,3.6436781609195403,3.7126436781609193,3.3777777777777778,1,3,0,1,1,5,0,0,0,1,,,5,8,3,3,,,0,0,0,1,1,0.6616915422885572,0.6616915422885572
2024-08-26,kern_laag,147,apres foot,3.6436781609195403,3.7126436781609193,1.0,0,3,1,0,1,5,0,0,0,1,,,5,8,4,3,,,0,0,1,1,2,0.6616915422885572,1.0
2024-08-26,kern_hoog,148,expats gent fc,4.269230769230769,4.230769230769231,3.8846153846153846,1,3,1,0,1,2,0,1,1,0,,,5,10,1,4,,,0,0,3,1,1,0.6616915422885572,0.6616915422885572
2024-08-26,kern_hoog,149,boca juniors,5.0,5.0,5.0,0,4,0,0,1,5,0,0,0,1,,,5,10,5,9,,,0,0,4,1,2,0.6616915422885572,0.0
2024-09-08,kern_laag,150,de smossers,4.0,4.0,4.0,0,2,0,0,1,2,0,0,0,1,,,1,6,0,3,,,0,0,3,1,1,0.6616915422885572,0.6616915422885572
2024-12-10,kern_laag,151,marathon,3.0,1.0,1.0,1,4,0,1,1,5,0,1,1,0,2,8,11,1,11,1,2.0,6,0,1,10,3,1,0.0,0.6616915422885572
2024-12-03,kern_laag,152,marathon,4.0,4.0,4.0,1,4,0,0,1,5,0,1,1,0,2,13,4,4,4,2,2.0,11,0,1,2,3,1,1.0,0.6616915422885572
2024-12-03,kern_laag,153,fc bongske,3.7572254335260116,3.7167630057803467,3.485549132947977,0,4,0,0,1,5,0,0,0,1,2,13,4,4,4,2,13.0,11,0,0,2,3,2,0.6616915422885572,0.0
2024-10-28,kern_laag,154,fc spitbulls,4.0,4.0,4.0,0,2,1,0,1,5,0,0,0,1,1,6,2,5,0,1,6.0,5,0,0,1,2,1,0.0,0.6616915422885572
2024-10-28,kern_laag,155,mvc tpleintje,4.0,4.0,4.0,1,3,0,0,1,2,0,0,0,1,1,6,2,5,0,3,1.0,5,0,1,3,2,2,0.6616915422885572,1.0
2024-11-19,kern_laag,156,de plasticboys,5.0,5.0,5.0,1,1,0,0,1,5,0,0,1,1,10,2,3,5,0,1,10.0,8,0,0,1,2,1,1.0,0.6616915422885572
2024-11-19,kern_laag,157,marathon,3.0,4.0,3.0,0,4,1,0,1,5,0,1,1,0,10,2,3,5,3,4,2.0,8,0,1,1,2,2,1.0,1.0
2024-10-31,kern_laag,158,marathon,2.0,3.0,1.0,1,1,0,0,1,5,0,0,0,1,3,2,7,0,1,0,3.0,1,0,1,1,2,1,1.0,0.6616915422885572
2024-10-31,kern_laag,159,marathon,2.0,3.0,1.0,1,2,0,0,1,5,0,0,0,0,3,2,7,0,3,0,3.0,1,0,1,3,2,2,1.0,1.0
2024-10-31,kern_laag,160,marathon,2.0,1.0,1.0,1,3,0,0,1,5,0,0,0,0,3,2,7,0,6,0,3.0,1,0,1,6,2,3,0.0,0.0
2024-10-31,kern_laag,161,racing zeemeeuw,4.0,1.0,1.0,0,4,0,0,1,5,0,0,0,0,3,2,7,0,7,0,2.0,1,0,1,7,2,4,0.6616915422885572,0.0
2024-10-23,kern_laag,162,fc spitbulls,4.0,4.0,4.0,1,2,0,0,1,5,0,1,1,0,3,8,2,3,1,0,3.0,5,0,1,1,2,1,1.0,0.6616915422885572
2024-10-23,kern_laag,163,de kioskvrienden,5.0,5.0,5.0,0,3,0,0,1,2,0,0,0,1,3,8,2,3,1,1,8.0,5,0,0,0,2,2,0.6616915422885572,0.0
2024-10-23,kern_laag,164,fc spitbulls,4.0,4.0,4.0,1,4,1,0,0,5,0,1,1,0,3,8,2,3,1,2,3.0,5,0,1,1,2,3,0.0,1.0
2024-11-30,kern_laag,165,marathon,4.0,4.0,4.0,1,1,0,0,1,5,0,0,0,1,2,7,9,3,0,0,2.0,5,0,1,0,2,1,0.0,0.6616915422885572
2024-11-30,kern_laag,166,marathon,4.0,4.0,4.0,1,2,0,0,1,5,0,0,0,1,2,7,9,3,2,0,2.0,5,0,1,2,2,2,1.0,1.0
2024-11-30,kern_laag,167,fc spitbulls,2.0,4.0,2.0,0,4,0,1,1,5,0,0,1,0,2,7,9,3,6,2,7.0,5,0,0,4,2,3,0.0,1.0
2024-11-30,kern_laag,168,marathon,4.0,4.0,4.0,1,4,0,0,1,5,0,0,0,1,2,7,9,3,7,3,2.0,5,0,1,4,2,4,1.0,0.0
2024-10-30,kern_laag,169,kv bwaz,2.0,1.0,1.0,1,2,0,0,0,5,0,0,1,1,1,10,3,2,0,1,1.0,9,0,1,1,2,1,0.0,0.6616915422885572
2024-10-30,kern_laag,170,kfc gent,2.0,3.0,3.0,0,3,0,0,1,2,0,0,0,1,1,10,3,2,3,1,10.0,9,0,0,2,2,2,0.6616915422885572,1.0
2024-10-30,kern_laag,171,kv bwaz,2.0,1.0,1.0,1,3,0,0,0,2,1,1,1,0,1,10,3,2,3,2,1.0,9,0,1,1,2,3,1.0,1.0
2024-10-30,kern_laag,172,kv bwaz,2.0,1.0,1.0,1,4,0,0,0,2,0,0,1,0,1,10,3,2,3,2,1.0,9,0,1,1,2,4,0.0,0.0
2024-11-08,kern_laag,173,swakkes united,4.0,1.0,1.0,1,2,0,0,0,5,0,0,0,1,3,6,7,1,2,0,3.0,3,0,1,2,2,1,1.0,0.6616915422885572
2024-11-08,kern_laag,174,swakkes united,4.0,1.0,1.0,1,3,1,0,0,5,0,0,0,1,3,6,7,1,4,1,3.0,3,0,1,3,2,2,1.0,1.0
2024-10-31,kern_laag,175,partizan,4.0,4.0,4.0,1,1,0,0,1,5,0,0,0,1,4,1,7,5,2,1,4.0,3,0,0,1,2,1,0.6616915422885572,0.6616915422885572
2024-10-31,kern_laag,176,swakkes united,3.0,2.0,2.0,0,2,1,0,0,6,0,0,1,0,4,1,7,5,3,1,1.0,3,0,1,2,2,2,0.0,1.0
2024-10-31,kern_laag,177,swakkes united,3.0,2.0,2.0,0,4,1,0,1,5,0,0,0,1,4,1,7,5,5,4,1.0,3,0,1,1,2,3,0.0,0.0
2024-10-23,kern_laag,178,de blauwe tovenaars,4.0,3.0,3.0,0,2,0,0,1,2,0,0,0,1,1,3,6,6,3,2,3.0,2,0,1,1,2,1,0.6616915422885572,0.6616915422885572
2024-10-23,kern_laag,179,swakkes united,3.0,2.0,2.0,1,4,1,0,0,2,0,1,0,0,1,3,6,6,6,6,1.0,2,0,1,0,2,2,0.6616915422885572,1.0
2024-10-18,kern_laag,180,kv bwaz,1.0,1.0,1.0,0,2,0,0,1,4,1,0,0,1,5,2,6,8,4,1,2.0,3,0,1,3,2,1,0.6616915422885572,0.6616915422885572
2024-10-18,kern_laag,181,uncle abes patty pounders,3.0,2.0,2.0,1,3,0,0,1,4,0,1,0,0,5,2,6,8,5,3,5.0,3,0,0,2,2,2,0.0,1.0
2024-10-25,kern_laag,182,kv bwaz,1.0,1.0,1.0,0,4,0,1,0,5,1,1,1,0,10,1,5,8,5,7,1.0,9,0,1,2,2,1,1.0,0.6616915422885572
2024-10-25,kern_laag,183,mvc zappa b,2.0,2.0,2.0,1,4,0,0,1,5,0,1,1,0,10,1,5,8,5,7,10.0,9,0,0,2,2,2,0.6616915422885572,0.0
2024-11-04,kern_laag,184,marathon,4.0,2.0,1.0,1,2,1,0,1,4,0,0,1,0,2,8,3,7,1,2,2.0,6,0,1,1,2,1,0.0,0.6616915422885572
2024-11-04,kern_laag,185,fc swavey,5.0,5.0,5.0,0,3,0,0,0,6,0,0,1,1,2,8,3,7,1,2,8.0,6,0,0,1,2,2,0.6616915422885572,0.0
2024-11-04,kern_laag,186,fc swavey,5.0,5.0,5.0,0,3,0,0,0,6,0,0,0,1,2,8,3,7,1,3,8.0,6,0,0,2,2,3,1.0,1.0
2024-11-04,kern_laag,187,marathon,4.0,2.0,1.0,1,4,0,0,1,4,0,0,0,1,2,8,3,7,2,4,2.0,6,0,1,2,2,4,0.0,1.0
2024-10-22,kern_laag,188,marathon,4.0,2.0,1.0,0,2,0,0,1,5,0,0,0,1,6,5,2,4,0,2,5.0,1,0,0,2,2,1,1.0,0.6616915422885572
2024-10-22,kern_laag,189,poba juniors,3.0,2.0,3.0,1,3,1,0,0,2,0,1,1,0,6,5,2,4,0,3,6.0,1,0,0,3,2,2,0.6616915422885572,1.0
2024-10-22,kern_laag,190,poba juniors,3.0,2.0,3.0,1,3,1,0,0,2,0,0,0,1,6,5,2,4,0,3,6.0,1,0,0,3,2,3,0.0,0.0
2024-10-22,kern_laag,191,poba juniors,3.0,2.0,3.0,1,4,1,0,0,2,0,1,1,0,6,5,2,4,1,4,6.0,1,0,0,3,2,4,1.0,1.0
2024-09-23,kern_hoog,192,cafe theatre,5.0,5.0,5.0,1,2,0,0,1,5,0,0,0,1,,,7,2,3,0,,,0,0,3,1,1,0.6616915422885572,0.6616915422885572
2024-09-23,kern_hoog,193,bocca seniors ghent,5.0,5.0,5.0,0,4,0,0,1,5,0,0,0,1,,,7,2,6,1,,,0,0,5,1,2,0.6616915422885572,1.0
2024-09-23,kern_laag,194,de plasticboys,5.0,5.0,5.0,0,2,0,0,1,5,0,0,0,1,,,4,10,1,3,,,0,0,2,1,1,0.6616915422885572,0.6616915422885572
2024-09-23,kern_laag,195,de plasticboys,5.0,5.0,5.0,0,2,0,0,1,5,0,0,0,1,,,4,10,2,6,,,0,0,4,1,2,1.0,1.0
2024-09-23,kern_laag,196,surfing elephant,5.0,5.0,5.0,1,4,0,1,0,5,0,0,0,1,,,4,10,3,9,,,0,0,6,1,3,0.6616915422885572,1.0
2024-10-03,kern_laag,197,atom solar,3.0,4.0,3.0,0,3,1,1,0,5,0,0,0,1,,,4,11,2,3,,,0,0,1,2,1,0.6616915422885572,0.6616915422885572
2024-10-03,kern_laag,198,de pallieterkes,4.0,4.0,4.0,1,3,0,0,1,2,0,0,0,1,,,4,11,2,6,,,0,0,4,2,2,1.0,1.0
2024-10-03,kern_laag,199,de pallieterkes,4.0,4.0,4.0,1,4,0,0,0,2,1,0,0,0,,,4,11,4,11,,,0,0,7,2,3,1.0,1.0
2024-09-20,kern_laag,200,ghentcester city,3.7572254335260116,3.7167630057803467,3.485549132947977,1,4,0,0,1,2,0,0,0,1,,,4,5,3,5,,,0,0,2,1,1,0.6616915422885572,0.6616915422885572
2024-09-14,kern_laag,201,frigo loco,4.0,4.0,5.0,1,3,0,0,0,5,0,0,0,1,,,6,3,3,2,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-09-14,kern_laag,202,rip,4.0,4.0,5.0,0,4,0,0,1,5,0,0,0,1,,,6,3,6,2,,,0,0,4,1,2,1.0,1.0
2024-09-14,kern_hoog,203,brandsano pat,5.0,5.0,5.0,0,2,0,0,1,5,0,0,0,1,,,5,11,1,3,,,0,0,2,1,1,0.6616915422885572,0.6616915422885572
2024-09-14,kern_hoog,204,brandsano pat,5.0,5.0,5.0,0,3,0,0,1,5,0,0,0,1,,,5,11,4,8,,,0,0,4,1,2,1.0,1.0
2024-09-14,kern_hoog,205,eyjafjallajökull,4.0,5.0,5.0,1,4,0,0,1,5,0,0,0,1,,,5,11,4,11,,,0,0,7,1,3,0.6616915422885572,1.0
2024-09-12,kern_laag,206,jeu de boules,5.0,5.0,5.0,0,3,0,0,1,3,0,0,0,1,,,3,6,2,4,,,0,0,2,1,1,0.6616915422885572,0.6616915422885572
2024-09-11,kern_laag,207,mvc bernies,3.0,5.0,4.0,0,3,0,0,1,5,0,0,0,1,,,4,3,2,1,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-09-11,kern_laag,208,buzze bears,5.0,5.0,5.0,1,3,0,0,1,2,1,1,0,0,,,4,3,4,3,,,0,0,1,1,2,1.0,1.0
2024-09-11,kern_laag,209,chasse patat,3.0,3.0,3.0,1,2,0,0,0,5,0,0,0,1,,,3,3,0,0,,,0,0,0,1,1,0.6616915422885572,0.6616915422885572
2024-09-11,kern_laag,210,red hot chili peppers,3.7572254335260116,3.7167630057803467,3.485549132947977,0,4,0,0,1,2,1,0,1,0,,,3,3,2,2,,,0,0,0,1,2,0.6616915422885572,1.0
2024-09-11,kern_laag,211,atletico rabona,4.0,4.0,3.0,0,2,0,1,1,5,0,1,1,0,,,1,6,0,1,,,0,0,1,1,1,1.0,0.6616915422885572
2024-09-11,kern_laag,212,atletico rabona,4.0,4.0,3.0,0,2,0,1,0,5,0,0,1,1,,,1,6,0,1,,,0,0,1,1,2,0.0,0.0
2024-09-11,kern_laag,213,atletico rabona,4.0,4.0,3.0,0,4,0,0,1,5,0,1,1,0,,,1,6,1,4,,,0,0,3,1,3,1.0,1.0
2024-09-11,kern_laag,214,mvc legia gent,3.6436781609195403,3.7126436781609193,3.3777777777777778,1,4,0,0,0,5,0,1,1,0,,,1,6,1,4,,,0,0,3,1,4,0.6616915422885572,0.0
2024-09-11,kern_laag,215,atletico rabona,4.0,4.0,3.0,0,4,0,1,0,5,0,0,0,1,,,1,6,1,5,,,0,0,4,1,5,0.0,0.0
2024-09-11,kern_laag,216,ecp united,5.0,4.4,3.2,0,2,0,0,1,1,0,1,1,0,,,4,5,2,2,,,0,0,0,1,1,1.0,0.6616915422885572
2024-09-10,kern_hoog,217,tuacis,4.0,3.0,2.0,0,1,0,1,0,5,0,0,0,1,,,4,2,1,1,,,0,0,0,1,1,0.6616915422885572,0.6616915422885572
2024-09-10,kern_hoog,218,los pepes,3.888888888888889,3.6744186046511627,3.642857142857143,1,3,0,0,0,5,0,1,1,0,,,4,2,3,1,,,0,0,2,1,2,0.6616915422885572,1.0
2024-09-11,kern_hoog,219,velodrome,3.888888888888889,3.6744186046511627,3.642857142857143,0,3,0,0,1,5,0,0,0,1,,,3,2,2,1,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-09-11,kern_hoog,220,alflex,3.888888888888889,3.6744186046511627,3.642857142857143,1,4,0,0,1,5,1,0,0,0,,,3,2,3,2,,,0,0,1,1,2,0.6616915422885572,1.0
2024-09-11,kern_hoog,221,velodrome,3.888888888888889,3.6744186046511627,3.642857142857143,0,4,0,0,1,5,0,1,1,0,,,3,2,3,2,,,0,0,1,1,3,1.0,0.0
2024-09-10,kern_laag,222,atletico verdriet,2.0,2.0,2.0,0,1,0,0,0,2,1,0,1,0,,,2,5,1,1,,,0,0,0,1,1,0.6616915422885572,0.6616915422885572
2024-09-10,kern_laag,223,atletico verdriet,2.0,2.0,2.0,0,2,0,0,0,2,0,0,0,1,,,2,5,1,1,,,0,0,0,1,2,0.0,0.0
2024-09-10,kern_laag,224,viking united,3.6436781609195403,3.7126436781609193,3.3777777777777778,1,3,0,0,1,5,0,0,0,1,,,2,5,1,2,,,0,0,1,1,3,1.0,1.0
2024-09-10,kern_laag,225,atletico verdriet,2.0,2.0,2.0,0,3,1,0,0,5,0,0,0,1,,,2,5,2,3,,,0,0,1,1,4,1.0,1.0
2024-09-10,kern_laag,226,boca down under,2.0,2.0,2.0,1,2,0,0,0,3,1,0,0,0,,,1,4,0,0,,,0,0,0,1,1,0.6616915422885572,0.6616915422885572
2024-09-10,kern_laag,227,boca down under,2.0,2.0,2.0,1,3,0,0,1,2,0,0,0,1,,,1,4,0,3,,,0,0,3,1,2,0.0,0.0
2024-09-10,kern_laag,228,chateau des frites,3.7572254335260116,3.7167630057803467,3.485549132947977,0,4,1,0,1,2,0,0,0,1,,,1,4,1,3,,,0,0,2,1,3,0.6616915422885572,1.0
2024-09-10,kern_laag,229,devaldo rojo,5.0,5.0,5.0,0,2,0,0,1,5,0,0,0,1,,,7,4,2,1,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-09-10,kern_laag,230,devaldo rojo,5.0,5.0,5.0,0,4,0,0,1,5,0,0,0,1,,,7,4,7,3,,,0,0,4,1,2,1.0,1.0
2024-10-14,kern_laag,231,marathon,4.0,4.0,4.0,1,1,1,0,1,5,0,0,0,1,4,11,6,8,1,2,4.0,7,0,0,1,2,1,0.6616915422885572,0.6616915422885572
2024-10-14,kern_laag,232,surfing elephant,5.0,5.0,5.0,0,3,0,0,0,5,0,1,1,0,4,11,6,8,4,5,11.0,7,0,0,1,2,2,1.0,1.0
2024-10-14,kern_laag,233,marathon,4.0,4.0,4.0,1,3,1,0,1,5,0,0,0,1,4,11,6,8,4,6,4.0,7,0,0,2,2,3,1.0,0.0
2024-10-14,kern_laag,234,surfing elephant,5.0,5.0,5.0,0,4,0,0,0,5,0,0,0,1,4,11,6,8,5,6,11.0,7,0,0,1,2,4,0.0,1.0
