datum,niveau,schepcorner_id,ploegnaam,ervaring_schepper,ervaring_kopper,ervaring_duo,is_thuisploeg,kwart,is_schepper_bank,is_kopper_bank,schepper_pos_rechts,positie,kop_verplaatsen_achter,kop_veel_verplaatsen,kop_hor_verplaatsen,goal,klassement_thuis,klassement_uit,uitslag_thuis,uitslag_uit,score_voor_thuis,score_voor_uit,klassement,klassement_veschil,is_degradatieplaats,is_promotieplaats,score_verschil_voor,periode,schepcorner_nummer,goal_lag_ploeg,goal_lag_wedstrijd
2024-10-14,kern_laag,235,surfing elephant,5.0,5.0,5.0,0,4,0,0,0,3,0,0,0,1,4,11,6,8,5,7,11.0,7,0,0,2,2,5,1.0,1.0
2024-08-26,kern_laag,236,de sparta hazards,3.6436781609195403,3.7126436781609193,3.3777777777777778,0,1,0,0,1,2,0,0,0,1,,,3,4,1,0,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-08-26,kern_laag,237,mvc art nivo,4.0,3.0,1.0,1,2,0,1,1,5,0,1,1,0,,,3,4,2,1,,,0,0,1,1,2,0.6616915422885572,1.0
2024-08-26,kern_laag,238,de sparta hazards,3.6436781609195403,3.7126436781609193,3.3777777777777778,0,3,0,1,1,5,0,0,0,1,,,3,4,2,1,,,0,0,1,1,3,1.0,0.0
2024-08-26,kern_laag,239,mvc art nivo,4.0,3.0,1.0,1,4,0,0,1,5,0,0,0,0,,,3,4,3,4,,,0,0,1,1,4,0.0,1.0
2024-08-26,kern_laag,240,de sparta hazards,3.6436781609195403,3.7126436781609193,3.3777777777777778,0,4,1,0,1,5,0,0,0,0,,,3,4,3,4,,,0,0,1,1,5,1.0,0.0
2024-10-02,kern_hoog,241,omerta,2.6666666666666665,2.3333333333333335,2.3333333333333335,1,2,0,0,0,2,0,0,0,1,,,3,6,0,0,,,0,0,0,2,1,1.0,0.6616915422885572
2024-10-02,kern_hoog,242,omerta,2.6666666666666665,2.3333333333333335,2.3333333333333335,1,4,0,0,1,5,1,0,1,0,,,3,6,3,6,,,0,0,3,2,2,1.0,1.0
2024-10-02,kern_hoog,243,dansjeins,5.0,5.0,5.0,0,4,0,0,1,5,0,0,0,1,,,3,6,3,5,,,0,0,2,2,3,0.6616915422885572,0.0
2024-09-30,kern_hoog,244,freddy and the freggles,3.0,5.0,5.0,0,2,0,0,1,5,0,0,0,1,,,4,6,1,0,,,0,0,1,1,1,1.0,0.6616915422885572
2024-09-30,kern_hoog,245,freddy and the freggles,3.0,5.0,5.0,0,2,0,0,1,5,0,0,0,1,,,4,6,1,1,,,0,0,0,1,2,1.0,1.0
2024-09-30,kern_hoog,246,de graly's,2.0,5.0,3.4,1,4,0,0,1,2,0,1,0,0,,,4,6,2,6,,,0,0,4,1,3,0.6616915422885572,1.0
2024-09-27,kern_laag,247,dynamo deklat,3.6436781609195403,3.7126436781609193,3.3777777777777778,1,3,0,0,1,5,0,1,1,0,,,7,5,3,2,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-09-27,kern_laag,248,de daltons,4.0,4.0,3.0,0,4,0,0,0,5,1,0,0,0,,,7,5,5,5,,,0,0,0,1,2,0.0,0.0
2024-09-26,kern_laag,249,harde kristas,3.0,3.0,3.0,1,2,0,0,1,2,0,0,0,1,,,6,4,2,2,,,0,0,0,1,1,0.6616915422885572,0.6616915422885572
2024-09-26,kern_laag,250,harde kristas,3.0,3.0,3.0,1,4,1,0,1,2,1,0,1,0,,,6,4,6,4,,,0,0,2,1,2,1.0,1.0
2024-09-25,kern_hoog,251,eija united,5.0,5.0,5.0,1,1,0,0,1,2,1,0,0,0,,,10,4,1,0,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-09-25,kern_hoog,252,los galaticos,4.0,4.0,4.0,0,2,0,0,1,4,0,0,0,1,,,10,4,3,0,,,0,0,3,1,2,1.0,0.0
2024-09-25,kern_hoog,253,los galaticos,4.0,4.0,4.0,0,4,1,0,1,5,1,1,1,0,,,10,4,6,3,,,0,0,3,1,3,1.0,1.0
2024-09-25,kern_hoog,254,eija united,5.0,5.0,5.0,1,4,1,0,1,5,0,0,0,1,,,10,4,7,3,,,0,0,4,1,4,0.0,0.0
2024-09-25,kern_hoog,255,vv int mandje,5.0,3.0,3.0,0,1,1,0,1,5,0,1,0,0,,,0,10,0,0,,,0,0,0,1,1,1.0,0.6616915422885572
2024-09-25,kern_hoog,256,vv int mandje,5.0,3.0,3.0,0,2,0,1,1,5,0,0,0,1,,,0,10,0,2,,,0,0,2,1,2,0.0,0.0
2024-09-25,kern_hoog,257,vv int mandje,5.0,3.0,3.0,0,3,0,0,1,5,0,0,0,1,,,0,10,0,5,,,0,0,5,1,3,1.0,1.0
2024-09-25,kern_hoog,258,vv int mandje,5.0,3.0,3.0,0,4,1,0,1,5,0,0,0,1,,,0,10,0,9,,,0,0,9,1,4,1.0,1.0
2024-09-20,nationaal,259,geraardsbergen a,4.0,4.0,4.0,0,1,0,0,1,2,0,0,1,1,2,11,6,5,1,2,11.0,9,1,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-09-20,nationaal,260,the oliver boys,5.0,5.0,4.0,1,3,0,1,1,2,0,0,0,1,2,11,6,5,2,2,2.0,9,0,1,0,1,2,0.6616915422885572,1.0
2024-09-20,nationaal,261,geraardsbergen a,4.0,4.0,4.0,0,3,0,0,1,2,0,0,0,1,2,11,6,5,5,3,11.0,9,1,0,2,1,3,1.0,1.0
2024-09-20,nationaal,262,geraardsbergen a,4.0,4.0,4.0,0,4,0,1,1,2,0,0,0,1,2,11,6,5,6,4,11.0,9,1,0,2,1,4,1.0,1.0
2024-09-19,kern_laag,263,team teheran,4.0,4.0,5.0,0,2,0,0,0,4,0,1,0,1,,,3,7,0,0,,,0,0,0,1,1,0.0,0.6616915422885572
2024-09-19,kern_laag,264,team teheran,4.0,4.0,5.0,0,3,0,0,0,5,0,0,0,1,,,3,7,1,2,,,0,0,1,1,2,1.0,1.0
2024-09-19,kern_laag,265,team teheran,4.0,4.0,5.0,0,4,0,0,0,5,0,0,0,1,,,3,7,1,4,,,0,0,3,1,3,1.0,1.0
2024-09-19,kern_laag,266,westrem city,5.0,5.0,5.0,0,1,0,0,0,6,0,1,1,0,,,2,9,1,1,,,0,0,0,1,1,0.6616915422885572,0.6616915422885572
2024-09-19,kern_laag,267,thomas cook sport,5.0,5.0,5.0,1,2,0,0,1,5,0,0,0,1,,,2,9,1,1,,,0,0,0,1,2,1.0,0.0
2024-09-18,kern_laag,268,fc kroket,4.0,4.0,4.0,0,3,1,0,0,5,0,0,0,1,,,3,10,1,7,,,0,0,6,1,1,1.0,0.6616915422885572
2024-09-18,kern_laag,269,forza de mario,4.0,4.0,4.0,1,4,0,0,1,5,0,1,1,0,,,3,10,2,10,,,0,0,8,1,2,0.6616915422885572,1.0
2024-09-17,kern_laag,270,the indoor warriors,3.0,3.0,3.0,0,3,0,0,1,4,0,1,1,0,,,9,6,4,3,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-09-17,kern_laag,271,the lucianos,3.0,3.0,3.0,1,4,0,0,1,5,0,0,0,1,,,9,6,8,6,,,0,0,2,1,2,0.6616915422885572,0.0
2024-09-16,kern_hoog,272,de copains,3.888888888888889,3.6744186046511627,3.642857142857143,1,3,0,0,0,6,0,0,0,1,,,7,3,3,2,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-09-16,kern_hoog,273,uustakker city,4.0,4.0,4.0,0,4,0,0,0,5,0,0,0,1,,,7,3,5,2,,,0,0,3,1,2,0.6616915422885572,1.0
2024-09-11,kern_hoog,274,girafkes,5.0,3.0,3.0,0,3,1,0,1,5,0,1,0,0,,,6,4,2,2,,,0,0,0,1,1,1.0,0.6616915422885572
2024-09-11,kern_laag,275,cercle sportif gent,5.0,3.0,3.0,0,3,1,0,1,5,0,0,0,0,,,4,5,2,2,,,0,0,0,1,1,1.0,0.6616915422885572
2024-09-11,kern_laag,276,cercle sportif gent,5.0,3.0,3.0,0,4,0,0,1,5,0,1,0,0,,,4,5,4,4,,,0,0,0,1,2,0.0,0.0
2024-09-11,kern_laag,277,ddt oke cars,3.6436781609195403,3.7126436781609193,3.3777777777777778,1,2,1,0,1,2,0,0,0,1,,,8,1,1,0,,,0,0,1,1,1,0.0,0.6616915422885572
2024-09-11,kern_laag,278,apres foot,3.6436781609195403,3.7126436781609193,1.0,0,3,1,0,1,2,0,0,0,1,,,8,1,4,0,,,0,0,4,1,2,0.0,1.0
2024-09-12,kern_laag,279,fc kroket,4.0,4.0,4.0,1,1,0,0,0,5,0,0,0,1,11,10,7,3,2,0,11.0,1,0,0,2,1,1,0.6616915422885572,0.6616915422885572
2024-09-12,kern_laag,280,thomas cook sport,5.0,5.0,5.0,0,2,0,0,1,5,0,0,0,1,11,10,7,3,4,0,10.0,1,0,0,4,1,2,1.0,1.0
2024-09-12,kern_laag,281,fc kroket,4.0,4.0,4.0,1,4,0,0,0,5,0,0,0,1,11,10,7,3,5,1,11.0,1,0,0,4,1,3,1.0,1.0
2024-10-12,kern_hoog,282,freddy and the freggles,3.6666666666666665,5.0,5.0,0,1,0,0,1,5,0,0,0,1,,,4,7,0,0,,,0,0,0,2,1,1.0,0.6616915422885572
2024-10-12,kern_hoog,283,dansjeins,4.5,4.5,4.5,1,2,0,0,1,4,0,1,1,0,,,4,7,0,4,,,0,0,4,2,2,1.0,1.0
2024-10-12,kern_laag,284,maptiko,3.6436781609195403,3.7126436781609193,3.3777777777777778,1,2,0,0,1,5,0,0,0,1,,,4,3,0,1,,,0,0,1,2,1,0.6616915422885572,0.6616915422885572
2024-10-12,kern_laag,285,great ball of fire,3.6436781609195403,3.7126436781609193,3.3777777777777778,0,2,0,1,0,5,0,0,0,1,,,4,3,1,1,,,0,0,0,2,2,1.0,1.0
2024-10-12,kern_laag,286,maptiko,3.6436781609195403,3.7126436781609193,3.3777777777777778,1,3,0,0,1,5,0,0,0,1,,,4,3,2,2,,,0,0,0,2,3,1.0,1.0
2024-09-05,kern_laag,287,bij boer jan,3.0,3.0,3.0,0,3,0,0,1,5,0,0,0,1,,,1,7,0,3,,,0,0,3,1,1,0.0,0.6616915422885572
2024-09-05,kern_laag,288,abicor samba,3.6436781609195403,3.7126436781609193,3.3777777777777778,0,2,1,0,1,4,0,0,0,1,,,8,5,1,0,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-09-05,kern_laag,289,ecp united,5.0,4.4,3.2,1,3,0,0,1,4,0,0,0,1,,,8,5,4,2,,,0,0,2,1,2,1.0,1.0
2024-09-05,kern_laag,290,abicor samba,3.6436781609195403,3.7126436781609193,3.3777777777777778,0,2,1,0,1,4,0,0,0,1,,,8,5,5,2,,,0,0,3,1,3,1.0,1.0
2024-09-05,kern_laag,291,rsc prammen,2.0,1.0,2.0,1,4,0,0,1,2,1,0,0,0,,,1,1,0,1,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-09-04,kern_hoog,292,jong bavegem,3.0,4.0,4.0,1,1,0,0,1,2,0,0,0,0,,,3,2,0,0,,,0,0,0,1,1,0.6616915422885572,0.6616915422885572
2024-09-04,kern_hoog,293,mini melsen,3.0,5.0,2.0,0,2,0,0,1,2,0,0,0,1,,,3,2,0,0,,,0,0,0,1,2,0.0,0.0
2024-09-04,kern_hoog,294,jong bavegem,3.0,4.0,4.0,1,3,0,0,1,2,0,0,0,1,,,3,2,0,1,,,0,0,1,1,3,0.0,1.0
2024-09-04,kern_hoog,295,mini melsen,3.0,5.0,2.0,0,4,0,0,1,2,0,0,0,1,,,3,2,3,1,,,0,0,2,1,4,1.0,1.0
2024-09-04,kern_hoog,296,vv int mandje,5.0,4.2,4.2,1,1,0,0,1,2,1,0,0,0,,,4,3,1,0,,,0,0,1,1,1,0.0,0.6616915422885572
2024-09-04,kern_hoog,297,vv int mandje,5.0,4.2,4.2,1,2,0,1,1,2,1,0,0,0,,,4,3,2,1,,,0,0,1,1,2,0.0,0.0
2024-09-04,kern_hoog,298,vv int mandje,5.0,4.2,4.2,1,3,0,0,1,2,0,0,0,1,,,4,3,2,2,,,0,0,0,1,3,0.0,0.0
2024-09-04,kern_hoog,299,vv int mandje,5.0,4.2,4.2,1,4,0,0,1,2,0,0,0,1,,,4,3,3,3,,,0,0,0,1,4,1.0,1.0
2024-09-04,kern_laag,300,mvc absolut,3.6436781609195403,3.7126436781609193,3.3777777777777778,1,2,0,0,1,5,0,0,0,1,,,8,9,1,4,,,0,0,3,1,1,0.6616915422885572,0.6616915422885572
2024-09-04,kern_laag,301,ddt oke cars,3.6436781609195403,3.7126436781609193,3.3777777777777778,0,2,0,0,1,2,1,1,1,0,,,8,9,2,4,,,0,0,2,1,2,0.6616915422885572,1.0
2024-09-04,kern_laag,302,mvc absolut,3.6436781609195403,3.7126436781609193,3.3777777777777778,1,3,0,0,1,5,0,0,0,1,,,8,9,3,5,,,0,0,2,1,3,1.0,0.0
2024-09-02,kern_laag,303,partena,3.0,4.0,3.0,1,1,0,0,0,5,0,0,0,1,,,10,2,1,0,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-09-02,kern_laag,304,partena,3.0,4.0,3.0,1,2,0,0,0,5,0,0,0,1,,,10,2,3,0,,,0,0,3,1,2,1.0,1.0
2024-09-02,kern_laag,305,fc esperadora,4.0,5.0,5.0,0,3,0,0,1,5,0,0,0,0,,,10,2,7,0,,,0,0,7,1,3,0.6616915422885572,1.0
2024-09-02,kern_laag,306,galatasaray ledeberg,5.0,5.0,5.0,0,3,0,0,1,4,0,1,1,0,,,3,0,2,0,,,0,0,2,1,1,0.6616915422885572,0.6616915422885572
2024-09-02,kern_laag,307,thomas cook sport,5.0,5.0,5.0,1,4,0,0,0,5,0,0,1,1,,,3,0,2,0,,,0,0,2,1,2,0.6616915422885572,0.0
2024-09-02,kern_laag,308,galatasaray ledeberg,5.0,5.0,5.0,0,4,0,0,0,5,0,1,1,0,,,3,0,3,0,,,0,0,3,1,3,0.0,1.0
2024-09-02,kern_hoog,309,freddy and the freggles,5.0,5.0,5.0,1,3,1,0,1,5,0,0,0,1,,,6,8,3,4,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-09-02,kern_laag,310,apres foot,3.6436781609195403,3.7126436781609193,1.0,1,3,1,0,1,2,0,0,0,0,,,7,7,3,4,,,0,0,1,1,1,1.0,0.6616915422885572
2024-09-02,kern_laag,311,apres foot,3.6436781609195403,3.7126436781609193,1.0,1,4,0,0,1,2,1,0,0,0,,,7,7,3,4,,,0,0,1,1,2,0.0,0.0
2024-09-02,kern_laag,312,ojoo,4.0,4.0,5.0,0,4,0,0,1,2,0,0,0,1,,,7,7,6,6,,,0,0,0,1,3,1.0,0.0
2024-09-02,kern_laag,313,kunsthal united,4.0,5.0,5.0,1,2,0,0,1,5,0,0,0,1,,,8,11,1,1,,,0,0,0,1,1,0.6616915422885572,0.6616915422885572
2024-09-02,kern_laag,314,brasserie ha,5.0,5.0,5.0,0,2,0,0,0,5,0,0,0,1,,,8,11,2,3,,,0,0,1,1,2,0.6616915422885572,1.0
2024-09-02,kern_laag,315,kunsthal united,4.0,5.0,5.0,1,3,0,0,1,5,0,0,0,1,,,8,11,6,5,,,0,0,1,1,3,1.0,1.0
2024-09-02,kern_hoog,316,boca juniors,5.0,5.0,5.0,1,2,0,0,1,5,0,0,0,1,,,5,6,1,4,,,0,0,3,1,1,1.0,0.6616915422885572
2024-09-06,nationaal,317,team django gent,5.0,5.0,5.0,1,2,0,0,1,2,0,0,0,1,,,15,2,7,0,,,0,0,7,1,1,0.6616915422885572,0.6616915422885572
2024-09-06,nationaal,318,team django gent,5.0,5.0,5.0,1,4,0,0,1,2,0,0,0,1,,,15,2,10,1,,,0,0,9,1,2,1.0,1.0
2024-09-06,nationaal,319,the oliver boys b,5.0,5.0,5.0,0,4,0,0,1,2,0,0,0,1,,,15,2,15,1,,,0,0,14,1,3,0.6616915422885572,1.0
2024-08-29,kern_laag,320,de pallieterkes,4.0,4.0,4.0,0,2,0,0,0,5,0,0,1,1,,,3,8,0,2,,,0,0,2,1,1,0.6616915422885572,0.6616915422885572
2024-08-29,kern_laag,321,holy cow chocolate,3.6436781609195403,3.7126436781609193,3.3777777777777778,1,4,0,0,1,5,0,0,0,1,,,3,8,2,7,,,0,0,5,1,2,0.6616915422885572,1.0
2024-08-29,kern_laag,322,de pallieterkes,4.0,4.0,4.0,0,4,0,0,0,5,0,0,0,1,,,3,8,3,7,,,0,0,4,1,3,1.0,1.0
2024-08-29,kern_laag,323,tuschen eddy,3.6436781609195403,3.7126436781609193,3.3777777777777778,0,2,0,0,0,1,0,0,0,1,,,7,7,2,1,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-08-29,kern_laag,324,tempeliers,3.6436781609195403,3.7126436781609193,3.3777777777777778,1,2,0,1,1,5,0,0,0,0,,,7,7,2,2,,,0,0,0,1,2,0.6616915422885572,1.0
2024-08-29,kern_laag,325,tuschen eddy,3.6436781609195403,3.7126436781609193,3.3777777777777778,0,4,0,0,0,5,0,0,0,1,,,7,7,7,6,,,0,0,1,1,3,1.0,0.0
2024-08-29,kern_laag,326,mvc recubela,3.7572254335260116,3.7167630057803467,3.485549132947977,1,4,0,0,1,2,0,1,1,0,,,3,4,3,3,,,0,0,0,1,1,0.6616915422885572,0.6616915422885572
2024-08-29,kern_laag,327,yvaantje,3.7572254335260116,3.7167630057803467,3.485549132947977,0,4,0,0,1,2,0,0,0,1,,,3,4,3,3,,,0,0,0,1,2,0.6616915422885572,0.0
2024-08-29,kern_laag,328,den atelier,3.6436781609195403,3.7126436781609193,3.3777777777777778,1,3,0,1,1,5,0,1,1,0,,,8,2,3,1,,,0,0,2,1,1,0.6616915422885572,0.6616915422885572
2024-08-29,kern_laag,329,ac turbo,3.6436781609195403,3.7126436781609193,3.3777777777777778,0,4,0,0,0,2,0,0,0,1,,,8,2,7,1,,,0,0,6,1,2,0.6616915422885572,0.0
2024-08-28,kern_laag,330,fc spitbulls,1.0,1.0,1.0,1,2,1,0,1,2,1,1,0,0,,,6,1,3,1,,,0,0,2,1,1,0.6616915422885572,0.6616915422885572
2024-08-27,kern_laag,331,atletico rabona,4.0,4.0,3.0,1,3,0,1,1,5,0,0,0,1,,,4,2,3,1,,,0,0,2,1,1,0.6616915422885572,0.6616915422885572
2024-08-27,kern_laag,332,de daltons,4.0,4.0,3.0,0,4,0,0,1,5,0,1,1,0,,,4,2,4,1,,,0,0,3,1,2,0.6616915422885572,1.0
2024-08-27,kern_laag,333,rip,1.0,5.0,1.0,1,1,0,0,1,5,0,0,0,1,,,7,5,1,1,,,0,0,0,1,1,0.6616915422885572,0.6616915422885572
2024-08-27,kern_laag,334,de leeuwen,5.0,5.0,5.0,0,4,1,0,1,4,0,0,0,1,,,7,5,5,3,,,0,0,2,1,2,0.6616915422885572,1.0
2024-08-27,kern_laag,335,del bekos,5.0,4.0,2.0,1,3,0,0,1,5,0,0,0,0,,,7,3,4,2,,,0,0,2,1,1,0.6616915422885572,0.6616915422885572
2024-08-28,kern_hoog,336,gent meeting,4.0,4.0,4.0,0,2,0,0,1,5,0,0,0,1,,,2,4,1,1,,,0,0,0,1,1,0.6616915422885572,0.6616915422885572
2024-08-28,kern_hoog,337,mini melsen,4.0,4.0,2.0,1,3,1,0,1,2,0,0,0,0,,,2,4,1,2,,,0,0,1,1,2,0.6616915422885572,1.0
2024-08-26,kern_laag,338,mvc porte fortuna,3.0,3.0,3.0,1,2,0,0,1,2,1,0,0,1,,,6,8,0,0,,,0,0,0,1,1,0.6616915422885572,0.6616915422885572
2024-08-26,kern_laag,339,elemax bvba,4.0,4.0,4.0,0,2,0,0,1,1,0,0,0,1,,,6,8,1,0,,,0,0,1,1,2,0.6616915422885572,1.0
2024-08-26,kern_laag,340,mvc porte fortuna,3.0,3.0,3.0,1,3,0,0,1,2,0,0,0,1,,,6,8,1,1,,,0,0,0,1,3,1.0,1.0
2024-08-26,kern_laag,341,elemax bvba,4.0,4.0,4.0,0,4,0,0,1,5,0,0,0,1,,,6,8,2,1,,,0,0,1,1,4,1.0,1.0
2024-08-26,kern_hoog,342,girafkes,5.0,3.0,3.0,1,1,1,0,1,4,0,0,0,1,,,11,6,2,1,,,0,0,1,1,1,0.6616915422885572,0.6616915422885572
2024-08-26,kern_hoog,343,girafkes,5.0,3.0,3.0,1,2,0,0,1,5,0,0,0,1,,,11,6,5,2,,,0,0,3,1,2,1.0,1.0
2024-08-26,kern_hoog,344,vv int mandje,5.0,5.0,5.0,0,3,0,0,1,1,0,1,1,0,,,11,6,7,3,,,0,0,4,1,3,0.6616915422885572,1.0
2024-08-26,kern_hoog,345,vv int mandje,5.0,5.0,5.0,0,3,0,1,1,2,0,0,0,1,,,11,6,8,3,,,0,0,5,1,4,0.0,0.0
2024-08-26,kern_hoog,346,vv int mandje,5.0,5.0,5.0,0,4,0,0,1,2,0,0,0,1,,,11,6,9,4,,,0,0,5,1,5,1.0,1.0
2024-08-26,kern_hoog,347,vv int mandje,5.0,5.0,5.0,0,4,0,0,1,2,1,0,1,0,,,11,6,10,6,,,0,0,4,1,6,1.0,1.0
2024-12-16,kern_laag,348,tengstar,5.0,4.0,4.0,1,1,0,0,1,5,0,0,0,0,1,2,2,5,0,0,1.0,1,0,1,0,3,1,0.6616915422885572,0.6616915422885572
2024-12-16,kern_laag,349,marathon,4.0,4.0,4.0,0,2,1,0,1,5,0,0,0,1,1,2,2,5,1,0,2.0,1,0,1,1,3,2,0.0,0.0
2024-12-16,kern_laag,350,tengstar,5.0,4.0,4.0,1,3,1,0,1,4,0,1,1,0,1,2,2,5,1,3,1.0,1,0,1,2,3,3,0.0,1.0
2024-12-16,kern_laag,351,marathon,4.0,4.0,4.0,0,4,1,0,1,5,0,0,0,1,1,2,2,5,1,4,2.0,1,0,1,3,3,4,1.0,0.0
2024-12-06,nationaal,352,maldegem,5.0,5.0,5.0,1,2,0,1,1,5,0,0,0,1,3,9,8,0,0,0,3.0,6,0,1,0,3,1,1.0,0.6616915422885572
2024-12-06,nationaal,353,maldegem,5.0,5.0,5.0,1,3,0,0,1,5,0,0,0,1,3,9,8,0,2,0,3.0,6,0,1,2,3,2,1.0,1.0
2024-12-06,nationaal,354,the oliver boys,5.0,5.0,5.0,0,4,0,0,1,5,0,1,1,0,3,9,8,0,5,0,9.0,6,0,0,5,3,3,1.0,1.0
2024-12-13,nationaal,355,the oliver boys,5.0,5.0,5.0,1,2,0,0,1,5,0,0,0,1,9,10,7,3,2,2,9.0,1,0,0,0,3,1,1.0,0.6616915422885572
